web_scraper_order,web_scraper_start_url,containers_links,number_of_rooms,number_of_bathrooms,surface area,address
"1765216491-140","https://sn.coinafrique.com/categorie/appartements?page=94","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-almadies-4179921","4","3","200","Almadies, Dakar, Sénégal"
"1765216497-141","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-mermoz-sacre-coeur-4185697","3","3","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765216499-142","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/vente-appartement-5-pieces-point-e-4185703","5","5","12","Point E, Dakar, Sénégal"
"1765216502-143","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-liberte-4185710","4","3","12","Sicap Liberté, Dakar, Sénégal"
"1765216505-144","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-sicap-liberte-4187267","4","3","12","Sicap Liberté, Dakar, Sénégal"
"1765216507-145","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-liberte-4188301","4","3","12","Sicap Liberté, Dakar, Sénégal"
"1765216510-146","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-dakar-plateau-4190105","2","1","12","Dakar Plateau, Dakar, Sénégal"
"1765216512-147","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-standing-yoff-biagui-4189880","3","2","","Yoff, Dakar, Sénégal"
"1765216515-148","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-plateau-4191295","4","4","12","Dakar Plateau, Dakar, Sénégal"
"1765216517-149","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-sacre-coeur-4191477","3","3","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765216520-150","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-fann-residence-4189600","4","3","224","Fann, Dakar, Sénégal"
"1765216522-151","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-liberte-4193588","4","3","12","Sicap Liberté, Dakar, Sénégal"
"1765216525-152","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-liberte-6-4194241","4","4","200 m2","Sicap Liberté, Dakar, Sénégal"
"1765216527-153","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-sicap-foire-4194185","3","2","","Sicap foire, Dakar, Sénégal"
"1765216529-154","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-studio-sicap-foire-4194187","2","1","","Sicap foire, Dakar, Sénégal"
"1765216532-155","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/vente-studio-ngor-4194254","2","1","","Ngor, Dakar, Sénégal"
"1765216534-156","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-nord-foire-4194987","2","1","","Dakar, Sénégal"
"1765216537-157","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-4193486","4","3","110","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765216539-158","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-mermoz-sacre-coeur-4193537","2","2","65","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765216542-159","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-mermoz-sacre-coeur-4196020","2","2","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765216544-160","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cite-keur-gorgui-4197759","3","2","","Dakar, Sénégal"
"1765216546-161","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-sacre-coeur-4197198","4","4","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765216549-162","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-nord-foire-4200912","3","2","","Dakar, Sénégal"
"1765216551-163","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-studio-ouest-foire-4200959","2","1","","Ouest Foire, Dakar, Sénégal"
"1765216554-164","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-studio-ouest-foire-4200981","1","1","","Ouest Foire, Dakar, Sénégal"
"1765216556-165","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-almadies-4198645","4","3","135","Almadies, Dakar, Sénégal"
"1765216559-166","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-mamelles-4199025","4","254","","Mamelles, Dakar, Sénégal"
"1765216561-167","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-4202737","4","3","","Almadies, Dakar, Sénégal"
"1765216564-168","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-almadies-4202791","4","3","","Almadies, Dakar, Sénégal"
"1765216566-169","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-mermoz-4202812","5","4","400 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765216569-170","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-f5-point-e-4201982","250 m2","","","Point E, Dakar, Sénégal"
"1765216571-171","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-studio-ngor-4203867","2","1","","Ngor, Dakar, Sénégal"
"1765216573-172","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ngor-4203873","3","3","","Ngor, Dakar, Sénégal"
"1765216576-173","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-aux-almadies-4204019","5","4","700 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765216578-174","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-mermoz-sacre-coeur-4198909","4","3","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765216581-175","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-dakar-plateau-4200423","5","5","346","Dakar Plateau, Dakar, Sénégal"
"1765216583-176","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-dakar-plateau-4199448","4","4","226","Dakar Plateau, Dakar, Sénégal"
"1765216586-177","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-dieupeul-derkle-4200346","4","2","130","Dieuppeul-Derklé, Dakar, Sénégal"
"1765216588-178","https://sn.coinafrique.com/categorie/appartements?page=93","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-mermoz-sacre-coeur-4200237","4","4","225","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765216595-179","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-fann-residence-4201919","4","3","150","Fann, Dakar, Sénégal"
"1765216597-180","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-fann-4201228","4","4","140","Fann, Dakar, Sénégal"
"1765216600-181","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-4202310","4","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765216602-182","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-mamelles-4202333","5","","","Mamelles, Dakar, Sénégal"
"1765216605-183","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-coeur-4202398","4","4","285","Sacré-Coeur, Dakar, Sénégal"
"1765216607-184","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-almadies-4207007","5","4","150 m2","Almadies, Dakar, Sénégal"
"1765216610-185","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-point-e-4207416","5","5","250 m2","Point E, Dakar, Sénégal"
"1765216612-186","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-mermoz-4207470","3","3","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765216615-187","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/vente-appartement-f4-mamelles-cite-mbakiyou-faye-4207533","4","3","140","Mamelles, Dakar, Sénégal"
"1765216617-188","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-coeur-4207567","4","4","","Sacré-Coeur, Dakar, Sénégal"
"1765216620-189","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-sicap-liberte-4204515","5","5","","Sicap Liberté, Dakar, Sénégal"
"1765216622-190","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-studio-grand-dakar-4208234","1","1","","Grand Dakar, Dakar, Sénégal"
"1765216631-191","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-studio-grand-dakar-4208238","1","1","","Grand Dakar, Dakar, Sénégal"
"1765216634-192","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-4209166","3","1","180 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765216636-193","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ouakam-4206862","4","2","110","Ouakam, Dakar, Sénégal"
"1765216639-194","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartement-duplex-7-pieces-cite-isra-4210722","8","6","300 m2","Hann Bel-Air, Dakar, Sénégal"
"1765216641-195","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-fann-4208728","4","","","Fann, Dakar, Sénégal"
"1765216644-196","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/vente-appartement-dakar-plateau-4208880","","","","Dakar Plateau, Dakar, Sénégal"
"1765216646-197","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/vente-appartement-dakar-plateau-4212236","4","2","115 m2","Dakar Plateau, Dakar, Sénégal"
"1765216649-198","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-point-e-4212987","2","1","70","Point E, Dakar, Sénégal"
"1765216651-199","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-point-e-4213611","5","4","","Point E, Dakar, Sénégal"
"1765216654-200","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-mamelles-4216934","5","4","","Mamelles, Dakar, Sénégal"
"1765216656-201","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartement-zone-b-4218724","4","4","200 m2","Point E, Dakar, Sénégal"
"1765216659-202","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartement-ngor-virage-4218748","4","4","250 m2","Ngor, Dakar, Sénégal"
"1765216661-203","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-4219944","4","4","","Almadies, Dakar, Sénégal"
"1765216664-204","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mamelle-corniche-4219980","4","4","","Mamelles, Dakar, Sénégal"
"1765216666-205","https://sn.coinafrique.com/categorie/appartements?page=92","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-dakar-plateau-4220439","3","2","","Dakar Plateau, Dakar, Sénégal"
"1765216673-206","https://sn.coinafrique.com/categorie/appartements?page=91","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-cite-biagui-4221547","3","2","","Yoff, Dakar, Sénégal"
"1765216676-207","https://sn.coinafrique.com/categorie/appartements?page=91","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-4221587","4","4","200 m2","Point E, Dakar, Sénégal"
